Unnamed: 0,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,predicted_s.s.temp.
11035,1987,8,23,5.02,-110.0,1.4,10.1,85.9,26.48,27.527615
11036,1992,3,12,4.98,165.0,1.4,10.1,85.9,27.02,28.71759
11037,1990,2,20,-5.03,165.0,2.0,1.8,85.9,27.02,28.697681
11038,1989,6,11,-2.0,-110.0,-5.7,1.2,85.9,24.67,24.212837
11039,1993,2,26,-4.97,-140.0,-4.2,-1.6,80.5,26.73,26.991241
11040,1989,2,3,-4.99,165.0,-0.9,-3.2,80.5,28.19,28.849007
11041,1995,12,20,-4.99,-180.0,3.5,-6.4,78.2,28.7,29.829483
11042,1982,7,19,0.02,-94.75,-1.5,3.8,78.2,22.22,22.434132
11043,1996,3,15,0.0,-155.0,-5.6,-1.0,88.2,25.48,25.939358
11044,1995,8,20,-8.29,-155.0,-4.4,-4.8,79.0,28.05,28.467257
11045,1993,8,8,-8.0,-170.0,-4.4,-4.8,85.2,27.77,28.645428
11046,1995,3,1,-1.97,-95.0,-4.4,1.8,85.2,25.84,25.279484
11047,1994,11,21,0.02,-140.0,-5.7,3.3,75.7,26.84,26.10811
11048,1993,4,30,8.02,-110.06,-1.6,-3.6,75.7,28.27,27.681112
11049,1989,5,11,-0.16,-139.9,-5.3,1.5,75.7,25.78,25.627367
11050,1993,12,29,1.99,147.0,-1.5,0.3,82.6,27.31,28.807812
11051,1994,1,5,-0.02,-94.94,-5.9,0.8,82.6,24.2,24.233698
11052,1994,10,23,-4.98,-180.0,-5.9,0.8,79.7,28.28,28.981087
11053,1996,3,21,-2.0,-179.9,-5.4,-3.8,80.2,26.97,27.867344
11054,1992,3,25,-8.0,165.0,-2.0,-0.3,76.6,28.22,29.175953
11055,1993,10,4,-2.0,-110.0,-6.4,0.3,83.3,23.94,23.285072
11056,1993,10,15,7.99,-125.0,-1.2,4.7,81.1,27.16,27.608505
11057,1988,2,27,5.03,-110.0,-5.9,-1.6,81.1,27.39,27.283659
11058,1986,7,19,-2.03,-110.0,-7.2,3.1,81.1,23.66,23.440214
11059,1993,2,16,-2.03,-124.9,-5.2,1.9,84.8,26.16,25.874683
11060,1996,4,7,-0.23,-124.4,-1.9,0.9,84.8,26.0,25.561466
11061,1994,6,9,-4.98,-124.9,-5.9,3.6,76.7,27.66,27.018726
11062,1993,7,5,-0.03,-124.4,-6.2,-0.7,86.7,24.84,24.23438
11063,1996,9,21,5.0,156.0,0.8,2.7,89.2,26.92,28.683222
11064,1993,11,6,-1.98,156.0,-5.6,1.0,83.2,29.02,29.175776
11065,1995,1,2,4.95,137.0,-4.1,-3.1,77.6,27.9,28.50511
11066,1992,7,25,-2.02,-155.0,-4.6,-2.8,77.3,27.38,27.445585
11067,1993,6,27,-4.98,-179.9,-3.8,-0.3,81.9,28.38,29.285246
11068,1995,7,22,-8.02,-95.06,-5.8,4.6,76.7,22.73,23.201126
11069,1988,5,14,-0.06,-109.9,-3.5,1.6,76.7,21.92,22.314644
11070,1992,8,22,5.0,147.0,3.9,3.4,76.7,27.52,28.93918
11071,1989,9,26,8.0,165.0,-1.2,-0.8,76.7,28.66,29.029535
11072,1992,6,11,0.0,154.0,-0.7,0.7,76.7,28.66,29.09536
11073,1992,4,27,0.03,164.9,3.1,-2.1,86.0,26.92,28.629377
11074,1993,11,18,5.01,-155.0,-3.8,2.1,86.0,27.81,28.382694
11075,1993,5,25,-2.0,-95.0,-4.7,5.3,81.2,25.8,25.21461
11076,1987,8,17,-2.01,165.1,6.5,0.2,81.2,28.14,29.168274
11077,1992,10,19,-1.99,155.9,3.6,-0.5,83.2,27.34,28.947514
11078,1994,9,20,-0.26,-124.44,-5.1,2.5,80.5,24.3,23.848917
11079,1996,8,2,4.9,-139.9,-4.2,6.5,80.6,26.66,27.37328
11080,1994,6,30,0.0,147.1,-2.4,-2.2,80.2,28.94,29.036228
11081,1994,10,5,0.03,-179.9,0.7,-1.0,63.0,29.5,29.762932
11082,1988,2,26,5.02,165.0,-5.0,-1.6,63.0,27.64,28.680704
11083,1990,1,18,8.01,165.0,-6.0,-2.3,63.0,28.11,28.698664
11084,1994,2,14,-2.01,-140.0,-6.9,0.7,86.4,26.53,26.38517
11085,1992,1,6,5.01,147.1,-6.9,0.7,86.4,27.4,28.301657
11086,1993,7,9,-7.99,165.0,-6.2,2.7,87.8,27.7,29.000189
11087,1989,12,27,2.0,165.0,-6.5,-1.2,87.8,29.0,29.028511
11088,1990,6,12,8.01,165.0,-5.2,-0.8,87.8,27.38,28.43523
11089,1996,7,14,5.33,-124.9,-5.2,5.4,75.3,26.81,27.499743
11090,1990,11,3,0.02,165.0,-5.2,5.4,75.3,26.81,28.798227
11091,1996,5,22,2.04,-110.1,-4.2,6.1,80.8,25.16,25.536976
11092,1995,6,1,-8.29,-155.0,-6.7,-1.2,78.2,28.98,28.997564
11093,1996,10,6,7.97,-155.0,-6.5,-3.7,85.2,26.52,27.707708
11094,1988,11,24,0.03,-169.5,-5.6,0.8,85.2,24.92,25.678698
11095,1994,12,18,4.99,147.0,-1.7,-0.9,83.9,28.31,28.960335
11096,1995,7,9,-0.02,-170.0,-6.1,-0.3,77.4,27.69,27.794685
11097,1993,6,16,1.98,-140.0,-4.4,3.8,80.9,27.53,27.230427
11098,1995,3,17,-0.25,-124.4,-1.9,-1.5,91.3,24.89,24.81685
11099,1994,6,5,0.02,-124.4,-4.8,0.3,81.1,26.27,25.44149
11100,1994,5,23,0.0,147.1,-0.1,-0.5,82.6,28.81,29.035725
11101,1993,2,1,7.99,165.0,-5.0,-6.2,82.4,26.86,28.201078
11102,1991,3,3,1.97,147.0,-0.3,-3.5,79.3,28.33,28.769724
11103,1994,10,29,8.05,-110.1,-1.8,3.0,79.3,28.33,27.937822
11104,1988,12,31,1.95,-140.2,-8.4,1.8,79.3,22.73,23.049278
11105,1996,2,29,-1.97,-155.0,-6.7,-3.6,84.9,26.3,26.633696
11106,1995,9,25,4.97,-170.0,-5.3,1.9,87.8,27.19,28.314356
11107,1994,6,1,2.0,165.0,-5.3,1.9,78.9,29.4,29.185205
11108,1989,12,5,7.0,-147.0,-6.1,0.5,75.0,27.55,27.930183
11109,1992,5,12,0.03,-155.0,-1.9,-1.4,90.2,27.95,27.920418
11110,1996,7,11,-5.02,-124.94,-9.1,0.8,79.5,26.23,25.714516
11111,1995,3,6,-0.26,-124.4,-4.3,-1.7,79.5,24.81,24.635666
11112,1992,10,1,-4.97,-140.0,-6.7,0.9,80.5,26.44,26.368986
11113,1991,1,23,8.07,165.0,-6.7,0.9,82.8,28.0,28.513798
11114,1995,1,4,-5.0,-124.9,-6.9,3.4,85.1,26.19,26.137903
11115,1994,12,10,-8.02,-170.0,3.2,-1.8,76.5,29.3,30.272957
11116,1988,8,20,-0.04,-139.9,-5.4,-0.4,76.5,22.98,23.39915
11117,1996,4,3,-7.97,165.0,-6.9,0.1,76.5,29.33,29.356598
11118,1990,4,16,0.0,-110.0,-2.8,3.2,76.5,26.48,25.822086
11119,1992,11,23,0.04,170.0,-2.8,3.2,75.0,28.48,29.268394
11120,1993,10,19,-8.0,-170.0,-2.8,3.2,80.5,28.62,29.483946
11121,1990,11,6,0.01,165.0,-2.8,3.2,80.5,28.62,29.189745
11122,1986,12,8,2.0,165.0,-1.3,-1.6,80.5,27.22,28.762123
11123,1992,2,3,8.98,-140.2,-1.3,-1.6,80.5,25.94,26.905722
11124,1993,11,23,-0.04,-170.0,-4.0,-1.3,78.6,27.83,27.99914
11125,1991,3,15,8.07,165.0,-4.0,-1.3,79.3,28.44,28.729315
11126,1991,12,14,-2.01,156.0,2.6,1.0,79.3,26.36,28.80024
11127,1992,6,12,5.0,-154.9,-7.3,-5.7,83.6,28.45,27.960655
11128,1992,10,29,9.0,-140.2,-1.0,-2.1,82.8,26.84,27.754238
11129,1992,11,14,-8.27,-155.0,-5.3,-4.2,71.5,27.27,27.751978
11130,1987,11,13,2.06,-110.1,-1.9,3.8,71.5,23.52,23.809498
11131,1996,9,21,-8.01,-170.0,-2.5,-4.3,74.7,28.17,29.08266
11132,1995,3,13,-1.99,-95.0,-1.3,-1.2,74.7,27.03,26.272005
11133,1990,3,26,5.0,-110.06,-4.0,1.7,74.7,27.56,27.54605
11134,1988,4,10,-0.06,-109.9,1.1,1.1,74.7,24.94,24.734156
11135,1993,3,26,-1.99,-94.94,-0.2,-1.9,75.8,27.94,26.951471
11136,1992,10,12,0.05,170.0,-0.2,-1.9,74.6,28.73,29.270636
11137,1994,10,16,-1.99,-95.0,-3.6,6.5,88.2,22.2,22.088905
11138,1995,6,19,8.02,165.0,-4.6,-2.4,87.6,22.2,27.263962
11139,1989,1,21,-0.2,-124.44,-3.7,2.2,87.6,22.2,22.956665
11140,1987,5,12,-8.08,-109.94,-4.7,6.5,87.6,26.78,26.415583
11141,1993,3,20,0.03,-140.0,-2.2,-0.6,87.6,26.8,26.718584
11142,1993,4,28,-4.97,-110.0,-5.4,3.7,84.9,27.73,26.969843
11143,1994,6,21,-0.03,-110.0,-5.6,0.5,82.0,24.17,23.7635
11144,1995,11,14,4.98,-170.0,-3.2,4.7,92.9,26.7,28.031689
11145,1988,11,8,5.04,-110.0,1.5,5.7,92.9,24.31,25.429384
11146,1992,6,11,4.99,147.0,-4.6,-0.7,92.9,27.55,28.43296
11147,1987,11,6,2.04,165.0,-2.5,2.7,92.9,29.9,29.290787
11148,1994,12,21,-2.09,-124.9,-7.0,1.7,83.6,26.06,25.14744
11149,1996,3,7,-7.96,165.0,8.8,-2.6,83.6,27.9,29.27192
11150,1995,10,30,8.02,165.0,-3.5,0.3,84.4,27.9,28.827465
11151,1995,4,21,-8.02,-95.06,-4.8,1.4,81.8,26.7,26.282621
11152,1991,2,21,2.02,-140.0,-7.2,0.1,81.8,25.52,25.725718
11153,1990,12,20,4.99,-110.0,-1.1,6.0,81.8,25.66,26.410934
11154,1995,11,24,5.39,-94.9,2.9,5.0,89.8,25.33,26.485426
11155,1993,5,1,-5.01,-170.0,-3.5,-1.8,82.0,28.9,29.320702
11156,1994,10,9,8.04,-110.1,2.3,4.4,82.0,28.9,28.156113
11157,1991,5,19,2.03,-110.1,-2.0,5.1,75.4,27.4,27.268288
11158,1995,6,1,5.04,-94.94,4.0,2.5,75.4,25.45,26.974112
11159,1987,6,7,-0.01,-140.1,-5.8,1.8,75.4,28.73,27.733093
11160,1994,6,22,5.02,-95.0,1.2,7.3,83.1,25.92,27.325617
11161,1996,8,13,-8.04,164.9,-6.2,1.3,87.3,27.3,28.974121
11162,1995,1,18,5.0,147.0,-3.4,-2.9,85.6,27.5,28.395388
11163,1992,11,19,-4.99,156.0,-2.3,1.2,78.9,28.6,29.251007
11164,1996,10,30,-2.02,-140.0,-5.8,-2.9,82.5,24.92,25.033339
11165,1991,7,23,0.03,-110.0,-5.8,3.8,82.5,25.14,24.448118
11166,1987,6,6,0.05,-124.44,2.8,4.1,82.5,27.47,26.823225
11167,1994,6,1,1.98,-95.0,-3.0,3.8,82.2,24.23,24.693043
11168,1994,12,6,0.02,-155.0,-6.7,1.7,78.9,28.23,27.51952
11169,1991,9,21,-2.01,156.0,-1.0,3.8,78.9,26.94,28.828558
11170,1991,12,13,5.0,-154.9,-6.0,0.5,82.4,29.16,28.66228
11171,1996,6,3,2.0,165.0,-2.3,-0.1,75.5,28.05,28.964828
11172,1992,11,21,-7.99,-125.0,-5.8,-2.1,75.5,28.05,27.44994
11173,1990,9,17,0.01,-139.9,-4.6,1.1,86.2,24.98,24.878567
11174,1988,1,2,2.06,-110.1,-7.1,2.9,86.2,26.05,26.29684
11175,1994,7,16,-4.99,-124.9,-6.1,2.7,83.8,26.3,25.957203
11176,1989,9,3,0.02,165.1,-3.5,0.7,83.8,27.89,28.855234
11177,1989,7,29,-2.0,-110.0,-6.7,2.4,83.8,23.11,23.031902
11178,1987,12,7,-1.99,-140.0,-6.7,1.5,83.8,27.52,26.722097
11179,1982,2,17,-0.01,-94.94,0.5,4.3,83.8,24.84,24.844833
11180,1996,5,6,5.0,137.0,5.5,-0.1,83.8,27.78,28.816113
11181,1993,10,15,0.0,143.0,-4.4,-0.1,81.0,27.88,28.835302
11182,1987,1,23,-0.09,165.1,-2.7,-0.2,81.0,26.69,28.386572
11183,1990,9,22,7.03,-147.5,-0.9,7.2,81.0,27.94,28.06968
11184,1993,4,13,9.01,-140.2,-7.0,-5.4,86.3,26.16,26.763615
11185,1996,10,10,2.03,156.0,-1.3,2.2,76.7,29.3,29.384161
11186,1989,8,6,-2.01,-140.0,-8.3,1.7,76.7,26.28,25.871557
11187,1987,10,2,-0.01,165.1,0.9,2.8,76.7,28.2,29.152874
11188,1991,1,26,-5.04,-109.94,-6.2,4.3,76.7,24.52,24.974033
11189,1993,7,10,-5.03,-124.94,-7.4,1.8,82.0,26.69,26.161959
11190,1995,3,20,-0.02,-95.0,-0.8,1.3,82.7,26.77,26.144926
11191,1992,10,5,5.01,-109.94,-0.8,1.3,82.7,25.23,26.138622
11192,1991,9,15,-4.99,165.0,-1.1,2.6,82.7,28.27,29.157185
11193,1989,9,16,5.02,-140.0,-4.2,5.3,82.7,26.06,26.941435
11194,1988,7,27,-1.99,-140.0,-6.5,-0.2,82.7,24.94,25.094032
11195,1993,6,8,5.05,165.0,-5.5,-4.0,85.9,28.31,28.688057
11196,1995,10,3,-2.0,156.0,-5.2,-1.8,68.8,28.31,29.1174
11197,1993,7,13,-7.95,-125.0,-6.4,1.3,68.8,28.31,27.684553
11198,1989,7,12,0.02,165.1,-5.9,2.0,68.8,28.36,29.044258
11199,1996,3,25,-1.99,155.8,2.6,-1.4,68.8,28.36,29.165337
11200,1989,5,28,0.02,165.1,-4.4,0.5,68.8,27.16,28.72835
11201,1994,2,5,-2.01,-124.9,-5.4,-2.2,94.6,24.64,24.642147
11202,1993,7,13,1.94,-125.0,-3.5,1.6,86.6,24.3,24.44419
11203,1995,6,5,-2.16,-170.0,-2.8,-0.4,86.6,27.47,28.117004
11204,1987,10,6,-0.01,-140.1,-2.3,3.1,86.6,26.25,25.906637
11205,1994,8,22,-5.0,-155.0,-2.3,3.1,71.8,28.06,28.442768
11206,1987,4,25,-8.08,-109.94,-3.0,3.5,71.8,27.05,26.8329
11207,1995,3,11,4.98,-109.94,-4.6,0.0,83.5,27.03,27.329832
11208,1993,8,14,0.45,171.0,-4.6,0.0,83.5,27.03,28.659153
11209,1993,1,13,-1.99,155.9,-0.1,0.5,75.8,28.92,29.09706
11210,1993,1,20,5.0,-109.94,-3.6,1.6,75.8,26.66,27.308172
11211,1995,7,15,8.03,-125.0,2.8,3.3,84.0,26.44,27.423075
11212,1995,7,15,2.02,137.0,2.8,3.3,82.4,27.92,28.952936
11213,1996,11,25,7.98,-155.0,-6.8,-1.4,78.8,27.58,28.028183
11214,1992,7,15,-5.0,-155.0,-7.5,-0.9,77.7,28.61,28.383465
11215,1990,2,26,2.0,165.0,-4.6,2.1,77.7,28.83,28.949156
11216,1995,9,9,-1.99,-95.0,-3.5,2.9,93.1,19.83,20.30766
11217,1991,1,25,2.01,-110.1,-3.9,4.4,93.1,25.4,25.89903
11218,1991,3,30,2.0,165.0,-3.9,4.4,93.1,28.06,28.700815
11219,1996,11,16,-5.01,-155.0,-1.0,-2.6,74.8,26.81,27.493101
11220,1994,11,7,7.95,-95.0,2.9,2.3,88.2,26.48,27.585108
11221,1995,8,23,-5.01,156.0,-4.7,2.5,88.2,28.56,29.063946
11222,1996,3,21,4.99,-109.94,-4.7,2.5,76.9,27.56,27.58474
11223,1993,3,27,8.01,-170.0,-6.4,-4.9,89.8,26.1,27.385185
11224,1994,6,8,-4.99,-124.9,-5.9,2.3,77.6,27.72,27.066347
11225,1993,11,30,-0.07,-170.0,-6.2,-0.1,75.8,27.77,27.824795
11226,1994,8,5,1.97,-125.06,-6.5,3.5,76.9,24.69,24.700167
11227,1994,8,19,1.99,-155.0,-7.2,-0.3,73.4,27.81,27.542376
11228,1990,1,12,0.01,-169.5,-6.5,4.4,73.4,27.83,28.032925
11229,1996,12,14,-2.0,-95.0,-4.0,2.1,90.0,21.03,20.90869
11230,1996,5,28,7.97,-155.0,-5.5,-4.0,83.9,26.34,27.391226
11231,1994,2,11,2.01,137.4,-5.5,-4.0,83.9,26.34,28.088541
11232,1995,12,9,0.0,-110.0,-3.2,2.3,83.9,26.34,24.873898
11233,1989,4,10,-4.99,165.0,-2.8,1.4,83.9,28.03,28.867695
11234,1992,4,23,5.01,147.0,-2.8,1.4,83.9,26.81,28.390825
11235,1995,3,28,4.95,137.0,-2.9,-5.7,83.9,26.81,28.23199
11236,1995,3,24,-5.02,-95.06,-4.7,2.7,83.2,25.55,25.353775
11237,1993,7,19,0.0,165.0,1.2,0.8,80.8,27.69,28.958368
11238,1995,1,19,-5.0,-110.0,-5.6,1.9,83.6,25.2,25.359901
11239,1992,8,10,0.08,-124.44,-5.7,1.5,83.6,23.98,23.554836
11240,1993,1,1,4.99,147.0,-2.0,-4.6,83.6,26.4,28.129042
11241,1992,10,11,2.02,137.0,3.3,-0.2,82.0,28.61,29.112291
11242,1996,12,30,4.95,147.0,3.3,-0.2,76.3,28.9,29.345411
11243,1996,5,10,4.97,147.0,3.3,-0.2,76.3,27.73,28.873104
11244,1995,9,23,-4.99,156.0,-3.0,-0.8,76.3,29.0,29.303682
11245,1987,3,19,2.01,165.0,-5.7,-3.9,76.3,28.31,28.696009
11246,1995,1,21,8.04,165.0,-4.2,-6.0,79.3,27.81,28.48842
11247,1993,11,11,0.0,156.0,-4.2,-6.0,79.3,27.81,28.813515
11248,1995,5,29,7.99,-179.9,-5.8,-4.9,82.2,27.81,28.177086
11249,1992,4,24,-0.02,-170.0,6.2,2.1,81.3,27.75,28.918018
11250,1995,8,3,-8.29,-155.0,-9.3,-1.4,81.6,27.88,27.986435
11251,1987,6,5,-2.01,-110.0,-4.3,4.8,81.6,26.88,25.98055
11252,1995,2,13,-2.0,-179.9,0.6,-2.9,80.6,28.52,29.439205
11253,1996,12,2,-4.99,-139.9,-6.0,-2.0,72.4,26.2,26.183594
11254,1992,11,7,5.05,-125.0,-2.5,5.5,72.4,23.8,25.111475
11255,1987,1,15,-1.98,-140.0,-4.8,3.3,72.4,27.08,26.954588
11256,1995,1,23,6.68,137.5,-4.7,-2.2,82.2,27.31,28.3057
11257,1984,7,11,-0.03,-124.56,-5.9,2.1,82.2,22.88,22.833
11258,1993,6,27,-1.97,-140.0,-7.0,-3.0,82.8,27.73,27.115852
11259,1996,12,21,-8.02,-95.06,-5.0,3.8,81.1,22.06,22.197325
11260,1993,10,28,-4.98,-139.9,-4.4,-0.1,75.9,26.88,26.931526
11261,1995,4,21,-0.03,-95.0,-3.7,3.3,75.9,23.97,24.005518
11262,1995,10,27,2.43,137.4,-3.7,3.3,79.8,28.38,29.012222
11263,1990,7,15,-0.01,-110.06,-6.6,2.0,79.8,28.38,26.794006
11264,1995,12,2,4.99,-179.9,-3.2,-1.4,81.0,27.2,28.630169
11265,1993,12,2,4.97,147.0,-3.2,-1.4,80.1,28.9,29.074005
11266,1993,8,17,2.05,165.0,2.0,6.1,82.4,27.38,28.975246
11267,1990,5,20,2.02,-140.0,-4.8,2.3,82.4,27.16,26.992775
11268,1992,8,16,-2.02,-110.0,-5.6,1.8,82.4,22.55,22.543436
11269,1989,10,30,5.0,165.0,-2.2,1.6,82.4,28.66,29.062971
11270,1992,12,1,-5.01,-155.0,-0.7,-1.2,75.0,27.31,27.82585
11271,1991,4,7,-0.01,-169.5,-5.5,1.3,75.0,27.31,27.62165
11272,1992,9,14,5.01,-140.0,-4.2,4.8,75.0,27.02,27.653332
11273,1995,11,23,0.0,165.0,-2.1,-0.5,77.8,27.02,28.859459
11274,1988,12,1,7.06,-147.5,-3.7,2.4,77.8,24.97,26.820444
11275,1995,1,23,-4.98,-95.0,-3.7,3.5,83.8,25.6,25.615278
11276,1995,10,29,5.0,156.0,-2.6,1.9,73.1,29.12,29.296722
11277,1992,10,19,0.04,-140.0,-6.9,0.4,73.1,25.28,24.92053
11278,1993,1,26,-0.03,-170.0,-6.7,0.2,79.7,27.6,27.862778
11279,1994,3,21,-2.01,-110.0,-3.0,-4.1,84.7,26.1,25.52171
11280,1995,5,19,-5.0,-155.0,-6.6,-1.8,82.5,27.69,27.849209
11281,1991,5,28,8.99,-140.2,-0.8,-4.8,93.4,25.94,27.180666
11282,1995,3,3,-5.01,156.0,0.8,-1.6,93.4,27.38,28.64726
11283,1994,11,12,5.0,-179.9,3.0,2.9,81.7,27.89,29.38208
11284,1994,7,25,-1.94,164.4,3.4,4.9,81.7,28.23,29.245699
11285,1993,7,6,-2.19,-170.0,-3.7,-1.4,78.5,28.95,29.050396
11286,1991,6,24,1.99,-140.0,-3.4,2.0,78.5,27.77,27.525034
11287,1994,6,17,-2.01,-95.0,-4.6,3.4,94.7,23.69,23.395218
11288,1992,8,5,-8.03,-109.94,-6.3,2.8,94.7,24.44,24.33408
11289,1993,5,2,2.06,165.0,-1.6,-0.7,89.1,26.12,28.309248
11290,1989,6,7,5.01,165.0,-2.4,-0.8,89.1,26.9,28.409538
11291,1986,12,20,2.19,-110.3,-3.0,6.2,89.1,23.97,23.963251
11292,1993,4,6,2.05,165.0,-3.1,-2.6,75.8,28.55,28.929775
11293,1994,9,19,5.0,156.0,-3.1,-2.6,78.4,28.55,28.969467
11294,1990,12,18,8.97,-140.2,-3.1,-2.6,78.4,26.66,27.702665
11295,1994,8,27,5.0,-179.9,0.0,3.4,76.2,28.47,29.122942
11296,1994,1,20,5.02,-110.0,-3.2,1.9,89.1,25.81,26.991154
11297,1991,4,12,0.0,-109.94,-0.6,-0.7,89.1,24.78,24.401983
11298,1994,1,29,-1.98,156.0,-1.2,-0.3,87.5,27.94,28.720818
11299,1995,5,18,4.97,-170.0,-3.8,0.0,85.8,27.7,28.27719
11300,1988,7,28,0.02,-110.2,-5.4,1.8,85.8,21.2,21.489693
11301,1992,7,10,-2.02,-110.0,-5.9,1.9,85.8,23.86,23.549099
11302,1996,7,21,2.0,147.0,-5.9,1.9,72.7,28.88,29.10202
11303,1993,4,10,-2.0,-94.94,-3.2,-1.8,89.2,26.47,25.55637
11304,1992,3,26,-5.0,156.0,-3.2,-1.8,89.2,27.44,28.585375
11305,1995,2,16,8.05,-110.1,-4.6,-3.7,89.2,27.44,27.226706
11306,1988,3,25,-2.0,-140.0,-6.9,-0.6,89.2,27.69,27.196213
11307,1990,11,7,8.96,-140.2,-1.9,0.1,89.2,25.48,27.326715
11308,1988,11,7,-4.97,-110.0,-1.9,0.1,89.2,22.52,22.713614
11309,1991,10,26,1.99,165.0,-3.0,-3.0,81.3,28.03,28.89226
11310,1992,2,8,0.02,-155.0,0.6,-5.3,84.0,27.83,27.9967
11311,1991,12,30,-1.98,164.9,4.4,3.2,84.0,27.3,29.099785
11312,1995,7,2,-1.97,-155.0,-4.6,-1.8,80.9,27.31,27.355856
11313,1996,12,12,6.8,137.8,-3.6,-1.9,75.7,28.62,29.0099
11314,1994,11,26,8.04,-110.1,-2.5,1.2,75.7,28.62,28.02021
11315,1988,12,2,7.06,-147.5,-4.3,0.9,75.7,24.05,26.092735
11316,1993,9,12,0.03,-179.9,-4.6,-3.5,72.6,29.34,29.264477
11317,1996,4,5,9.0,-140.2,-4.6,-3.5,87.1,26.16,26.910568
11318,1996,11,18,-2.0,156.0,3.3,-0.5,73.0,29.33,29.589432
11319,1995,9,30,-2.0,156.0,-3.4,0.3,75.2,29.33,29.36016
11320,1988,6,10,0.03,-169.5,-5.5,-3.2,75.2,26.9,27.216265
11321,1988,10,14,-5.01,165.0,-4.9,-2.1,75.2,28.3,29.060501
11322,1996,7,13,-5.0,165.2,-6.2,-1.0,74.9,29.0,29.227388
11323,1994,2,1,-4.99,-139.9,-5.3,-0.4,86.3,26.31,26.571096
11324,1993,9,21,-1.96,-179.9,-4.6,-5.3,86.3,29.3,29.44932
11325,1996,1,26,1.98,-125.3,-3.8,4.3,85.5,24.14,24.989689
11326,1992,7,22,-4.99,156.0,0.3,2.1,85.5,27.66,28.93469
11327,1991,5,7,-0.01,-109.94,-5.9,3.5,85.5,26.8,25.786383
11328,1996,7,27,-1.99,-95.1,-4.6,4.6,96.2,21.12,21.46039
11329,1990,5,6,8.01,165.0,-6.5,-3.6,96.2,28.42,28.478334
11330,1992,4,2,5.0,-154.9,-3.3,-2.9,85.2,27.78,27.920668
11331,1995,7,28,-1.99,-140.0,-5.6,0.9,81.7,25.88,25.862532
11332,1991,6,1,1.96,165.0,-2.4,-1.8,81.7,29.47,29.143118
11333,1987,6,30,5.03,-110.0,-0.7,9.7,81.7,27.44,27.713604
11334,1994,2,26,0.04,-179.9,-5.4,0.8,84.9,27.2,27.956425
11335,1988,12,1,0.05,163.5,-6.0,-1.2,84.9,27.4,28.692833
11336,1996,5,1,-1.99,-110.0,-5.6,0.9,84.9,25.78,25.129448
11337,1990,9,24,0.02,-139.9,-5.9,1.6,88.5,25.27,25.014544
11338,1995,7,5,-4.99,-170.0,-8.3,-1.1,79.2,28.77,28.841238
11339,1996,12,22,-5.0,156.0,0.0,-7.0,85.3,27.9,29.000296
11340,1994,7,28,-4.99,-110.0,-6.9,1.7,82.2,24.34,24.147776
11341,1995,4,8,0.02,-155.0,-6.3,-1.0,82.0,27.62,27.353285
11342,1994,11,24,0.02,-140.0,-4.1,-1.3,74.6,26.73,26.188683
11343,1989,6,8,-4.99,165.0,-4.1,-1.3,74.6,28.23,28.986132
11344,1986,1,11,2.14,-110.25,-4.1,-1.3,74.6,24.0,24.89351
11345,1995,8,21,-7.98,-125.0,-4.1,-1.3,72.7,25.6,25.904589
11346,1985,1,18,0.0,-140.1,-7.1,1.7,72.7,23.2,23.831526
11347,1995,5,17,-0.03,-170.0,-3.0,-0.6,80.6,27.48,27.94664
11348,1996,12,18,5.09,-94.9,3.6,3.7,95.2,24.67,25.709118
11349,1992,7,17,2.13,-110.25,-8.0,1.8,78.1,24.73,24.857084
11350,1995,1,9,-2.01,-110.0,-4.7,3.7,88.8,25.19,25.146347
11351,1989,1,28,-4.97,-110.0,-4.7,3.7,88.8,24.31,24.722015
11352,1995,1,12,7.99,-179.9,-5.5,-6.8,77.8,24.31,26.98432
11353,1993,11,5,4.98,-170.0,-4.5,0.0,77.8,28.97,28.983543
11354,1995,3,28,-8.26,-155.0,-5.3,-1.2,81.4,28.77,29.09492
11355,1992,7,8,4.99,-170.0,0.3,-0.4,80.9,26.9,28.47723
11356,1996,2,25,4.98,-109.94,0.3,-0.4,82.5,26.69,27.366022
11357,1994,8,4,4.99,156.0,0.3,-0.4,78.4,26.69,28.618454
11358,1990,8,3,-2.05,-140.1,-8.8,-1.1,78.4,25.88,25.56519
11359,1993,11,1,-2.01,-124.9,-3.4,-1.1,84.3,24.88,24.52754
11360,1994,12,1,-2.1,-124.9,-4.8,2.7,82.2,25.86,25.096817
11361,1992,6,30,5.01,165.0,-4.8,2.7,82.2,28.1,28.817698
11362,1996,7,20,-1.98,-155.0,-6.3,0.2,80.5,26.92,27.034025
11363,1996,10,17,8.03,-125.0,0.8,6.2,71.1,26.72,27.721975
11364,1987,12,28,-5.01,165.0,4.4,2.1,71.1,28.77,29.566662
11365,1995,8,22,-1.99,-95.0,-3.2,2.4,93.1,20.06,20.58699
11366,1996,3,27,-8.01,-170.0,-5.5,-0.1,81.2,28.92,29.607956
11367,1996,3,29,-8.02,-95.1,-6.9,4.1,89.4,26.78,26.396545
11368,1996,5,19,8.03,-125.0,-1.7,-2.9,82.5,27.22,27.36332
11369,1994,7,27,0.03,-179.9,-4.2,1.2,74.4,29.27,29.409712
11370,1986,8,15,-2.11,-140.0,-6.6,2.2,74.4,26.31,26.03768
